resource_id;site_id;name;address;lat;lng;address_1;address_2;city;state;zip;deleted;Phone Number;Working Hours;PPO Insurances Accepted;HMO Insurances Accepted;Medicaid Accepted;Medicare Accepted?;Medicare Managed (Advantage) Plans;Self-pay accepted? Fees;Languages/interpreter services;Services;Transportation assistance;Patient Portal;Website where info found
485;37;City Team - Rescue Mission;1174 Old Bayshore Hwy, San Jose, CA 95112;37.36470660;-121.89588240;1174 Old Bayshore Hwy;;San Jose;CA;95112;0;(408) 288-2153;Mon 4:00 PM - 5:00 PM, Tue 4:00 PM - 5:00 PM, Wed 4:00 PM - 5:00 PM, Thu 4:00 PM - 5:00 PM, Fri 4:00 PM - 5:00 PM, Sat 4:00 PM - 5:00 PM, Sun 4:00 PM - 5:00 PM;;;;;;;;;;;https://www.santaclaraca.gov/services/emergency-services/warming-centers
487;37;Bay Area Clinical Associates - BACA San Jose;1175 Saratoga Ave, Ste 14, San Jose, CA 95129;37.30335260;-121.98115330;1175 Saratoga Ave;Ste 14;San Jose;CA;95129;0;(408) 996-7950;Mon 8:00 AM - 6:00 PM, Tue 8:00 AM - 6:00 PM, Wed 8:00 AM - 6:00 PM, Thu 8:00 AM - 6:00 PM, Fri 8:00 AM - 4:00 PM, Sat Closed, Sun Closed;Yes;;;;;;;children and young adults, Intensive Outpatient, Outpatient group therapy and services;;;https://www.baca.org/
488;54;F&B Medical Transport, Inc;11751 Slauson Ave, Ste 10, Santa Fe Springs, CA 90670;33.96492060;-118.06457560;11751 Slauson Ave;Ste 10;Santa Fe Springs;CA;90670;0;(562) 464-5938;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;;;;;;;;NON-EMERGENCY Medi-Cal TRANSPORTATION;;;http://fandbtransport.com/index.html
489;37;River of Life Foundation Food Pantry;1177 Laurelwood Rd, Santa Clara, CA 95054;37.38050090;-121.95317690;1177 Laurelwood Rd;;Santa Clara;CA;95054;0;(408) 567-0877;Mon 9:00 AM - 5:00 PM, Tue 9:00 AM - 5:00 PM, Wed 9:00 AM - 5:00 PM, Thu 9:00 AM - 5:00 PM, Fri 9:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;Hot meals pick up, Tues & Th, 10am-1pm, Pick up x1wk, Tues&Th, 10-1pm, Sun 10am-1pm;;;https://www.theriverflows.org/
491;0;Aegis Treatment Centers - Hesperia;"11776 Mariposa Rd, Ste 101; 103; 104, Hesperia, CA 92345";34.46503830;-117.34984960;11776 Mariposa Rd;Ste 101, Ste 103, Ste 104;Hesperia;CA;92345;0;(761) 000-0000;Mon 5:00 AM - 5:00 PM, Tue 5:00 AM - 5:00 PM, Wed 5:00 AM - 5:00 PM, Thu 5:00 AM - 5:00 PM, Fri 5:00 AM - 5:00 PM, Sat Closed, Sun Closed;We Work with Most Major, Insurers;We Work with Most Major, Insurers;Medicaid accepted;;Medicare accepted;yes;;;;;https://pinnacletreatment.com/location/california/hesperia/aegis-treatment-centers-hesperia/
492;0;Aegis Treatment Centers;11776 Mariposa Rd, Ste 103, Hesperia, CA 92345;34.46503830;-117.34984960;11776 Mariposa Rd;Ste 103;Hesperia;CA;92345;0;(760) 956-2462;Mon 5:00 AM - 5:00 PM, Tue 5:00 AM - 5:00 PM, Wed 5:00 AM - 5:00 PM, Thu 5:00 AM - 5:00 PM, Fri 5:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;Medi-Cal;;Medicare;;;MAT - Methadone MAT Buprenorphine/Suboxone, Medical and Functional Assessment, Education about Substance Use Disorders;;;https://pinnacletreatment.com/location/california/hesperia/aegis-treatment-centers-hesperia/
493;0;The Gate Church;11783 Amethyst Rd, Victorville, CA 92392;34.46463670;-117.36304770;11783 Amethyst Rd;;Victorville;CA;92392;0;(760) 949-8979;Mon 9:00 AM - 12:00 PM, Tue Closed, Wed Closed, Thu Closed, Fri Closed, Sat Closed, Sun Closed;;;;;;;;;;;http://frc.vesd.net/community_resources/emergency_food
494;0;Sutter Auburn Faith Hospital - Gastroenterology;11795 Education St, Ste 213, Auburn, CA 95602;38.94474110;-121.09890040;11795 Education St;Ste 213;Auburn;CA;95602;0;(530) 886-6800;Mon 9:00 AM - 5:00 PM, Tue 9:00 AM - 5:00 PM, Wed 9:00 AM - 5:00 PM, Thu 9:00 AM - 5:00 PM, Fri 9:00 AM - 5:00 PM, Sat Closed, Sun Closed;AETNA, Health Fund PPO, Meritain Health PPO, Open Choice PPO, ANTHEM BLUE CROSS OF CALIFORNIA, Anthem Medicare Preferred PPO, Blue Cross PPO (Prudent Buyer Plan, includes PERS Care and PERS Choice), Empire Mediblue Freedom PPO, Federal Employee Program (FEP) - PPO, My Choice PPO, Power CareAdvocate PPO, Power HealthFund PPO, BLUE SHIELD OF CALIFORNIA, Active Choice PPO, Administrative Services Only (ASO) - Self-Funded PPO, Blue Shield $0 Cost Share PPO, Blue Shield Bronze PPO, Blue Shield Gold PPO, Blue Shield Platinum PPO, Blue Shield Minimum Coverage PPO, Blue Shield PPO Small Group, Blue Shield Silver PPO, Blue Shield Spectrum PPO Plan, Blue Shield Spectrum PPO Savings Plan, Federal Emplo;AETNA, Health Fund HMO, HMO, HMO Deductible Plans, ALIGNMENT, Alignment Health Plan Sutter Advantage (Medicare Advantage HMO), ANTHEM BLUE CROSS OF CALIFORNIA, Advantage HMO, Anthem Blue Cross HMO, also sometimes known as California Care or Rural Cal Care (includes CalPERS Traditional HMO), Anthem Blue Cross HMO (California Care Plus), BLUE SHIELD OF CALIFORNIA, Blue Shield Access+ HMO Plan, Commercial HMO/POS, CIGNA, Commercial HMO, Network HMO, Network Open Access (HMO), Point of Service Open Access (HMO), HEALTH NET - CURRENTLY IN 2021 CONTRACT NEGOTIATIONS, Health Net Healthy Heart HMO, Health Net HMO: Large Group (101+ employees) & Small Group (2-100 employees), HMO - Flex Funded, Medic;No;;HEALTH NET - CURRENTLY IN 2021 CONTRACT NEGOTIATIONS, Medicare Advantage all Employer --Sponsored plans, MAGELLAN HEALTH SERVICES, Medicare Advantage, UNITEDHEALTHCARE - CURRENTLY IN 2021 CONTRACT NEGOTIATIONS;Yes, fees depend, on services required;Spanish, other language services must be requested ahead of time;;;;https://www.sutterhealth.org/find-doctor/dr-michael-s-mahoney
498;0;Bischoff Medical Supplies - Roseville Location;118 Sunrise Ave, Roseville, CA 95661;38.74380030;-121.26670870;118 Sunrise Ave;;Roseville;CA;95661;0;(916) 780-1062;Mon 9:00 AM - 5:00 PM, Tue 9:00 AM - 5:00 PM, Wed 9:00 AM - 5:00 PM, Thu 9:00 AM - 5:00 PM, Fri 9:00 AM - 5:00 PM, Sat 10:00 AM - 3:30 PM, Sun Closed;Can purchase medical equipment here and insurance can reimburse some of it - patient needs to check with insurance;Can purchase medical equipment here and insurance can reimburse some of it - patient needs to check with insurance;Can purchase medical equipment here and insurance can reimburse some of it - patient needs to check with insurance;;;;;;;;http://bischoffmedical.com/
499;36;Ruby's Place Hayward;1180 B St, Hayward, CA 94541;37.67509810;-122.07984250;1180 B St;;Hayward;CA;94541;0;(510) 581-5626;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;;;;;;;;;;;https://www.shelterlist.com/details/rubys-place-hayward
506;51;Orange County Food Bank;11870 Monarch St, Garden Grove, CA 92841;33.78990920;-118.00525100;11870 Monarch St;;Garden Grove;CA;92841;0;(714) 897-6670;Mon 9:00 AM - 3:00 PM, Tue 9:00 AM - 3:00 PM, Wed 9:00 AM - 3:00 PM, Thu 9:00 AM - 3:00 PM, Fri Closed, Sat Closed, Sun Closed;;;;;;;;FOOD SERVICES;;;https://www.capoc.org/oc-food-bank/
509;0;Marin Therapy and Counseling;119 Ward St, Larkspur, CA 94939;37.93606020;-122.53610290;119 Ward St;;Larkspur;CA;94939;0;(415) 261-7143;Mon 9:00 AM - 7:00 PM, Tue 9:00 AM - 5:00 PM, Wed 9:00 AM - 7:00 PM, Thu 9:00 AM - 7:00 PM, Fri 9:00 AM - 7:00 PM, Sat 9:00 AM - 12:00 PM, Sun Closed;I do not take insurance. If you, would like to make use of your health insurance, check with them about their out-of-network policy as partial reimbursement is possible;I do not take insurance. If you, would like to make use of your health insurance, check with them about their out-of-network policy as partial reimbursement is possible;I do not take insurance. If you, would like to make use of your health insurance, check with them about their out-of-network policy as partial reimbursement is possible;;I do not take insurance. If you, would like to make use of your health insurance, check with them about their out-of-network policy as partial reimbursement is possible;yes - 170 per 50 minute therapy hour, *During COVID-19, I am offering, flexible rates and will do my best to work with you or offer lower fee referrals.;;Emotional &, Relationship Health, for individuals and couples;;;https://www.marintherapyandcounseling.com/
510;37;Accredited Counseling & Intervention Services, Inc;1190 Park Ave, Unit B, San Jose, CA 95126;37.32571570;-121.91343930;1190 Park Ave;Unit B;San Jose;CA;95126;0;(888) 427-8689;Mon 9:30 AM - 9:00 PM, Tue 9:30 AM - 9:00 PM, Wed 9:30 AM - 9:00 PM, Thu 9:30 AM - 9:00 PM, Fri 9:30 AM - 9:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://www.counselingandintervention.com/
511;51;BAART Programs - Southeast;11900 Avalon Blvd, Ste 200, Los Angeles, CA 90061;33.92447020;-118.26492460;11900 Avalon Blvd;Ste 200;Los Angeles;CA;90061;0;(323) 242-0500;Mon 6:00 AM - 1:00 PM, Tue Closed, Wed 6:00 AM - 1:00 PM, Thu 6:00 AM - 1:00 PM, Fri 6:00 AM - 1:00 PM, Sat 7:30 AM - 10:30 AM, Sun 7:30 AM - 10:30 AM;Aetna, Blue Cross Blue Shield, CIGNA, ComPsych, Humana, United Health Care, Anthem;;Yes;MEDICARE PART B;;Yes;;Medication-assisted treatment with methadone & buprenorphine, Methadone detoxification, Individual substance abuse counseling, Addiction education, Relapse prevention, Integrated primary healthcare, HIV/HCV screening, Case management, Coordinated treatment during pregnancy;;;https://baartprograms.com/baart-southeast/
513;17;Recovery & Resilience Centers;1199 Bush St, Ste 450, San Francisco, CA 94109;37.78905200;-122.41667500;1199 Bush St;Ste 450;San Francisco;CA;94109;0;(925) 922-5388;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat 9:00 AM - 4:00 PM, Sun Closed, Holidays Closed;All major insurance;;;;;;;Medication Assisted Treatment Individual Counseling Group Counseling.;;;https://www.randrcenters.com/about
519;0;Marin County - Health & Human Services;120 N Redwood Dr, Ste 3, San Rafael, CA 94903;38.02090140;-122.53635720;120 N Redwood Dr;Ste 3;San Rafael;CA;94903;0;(877) 410-8817;Mon 8:00 AM - 4:30 PM, Tue 8:00 AM - 4:30 PM, Wed 8:00 AM - 4:30 PM, Thu 8:00 AM - 4:30 PM, Fri 8:00 AM - 4:30 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://www.marinhhs.org/human-services
535;54;Suitable Staffing Solutions, Inc;1200 N Hacienda Blvd, La Puente, CA 91744;34.04227670;-117.94904120;1200 N Hacienda Blvd;;La Puente;CA;91744;0;(626) 716-9002;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://suitablestaffing.com/index.html
536;51;Children & Youth Services;1200 N Main St, Ste 500, Santa Ana, CA 92701;33.75514360;-117.86789650;1200 N Main St;Ste 500;Santa Ana;CA;92701;0;(714) 480-6600;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;;;;;;;;;;;http://ocgov.com/
541;19;Golden Valley Health Centers;1200 W Main St, Turlock, CA 95380;37.49250200;-120.86283630;1200 W Main St;;Turlock;CA;95380;0;(866) 682-4842;Mon 7:30 AM - 5:00 PM, Tue 7:30 AM - 5:00 PM, Wed 7:30 AM - 5:00 PM, Thu 7:30 AM - 5:00 PM, Fri 7:30 AM - 5:00 PM, Sat Closed, Sun Closed;ALL MAJOR INSURANCE;NO;Yes;;Yes;SLIDING SCALE;Yes;FAMILY MEDICINE, DENTAL CARE, PEDIATRICS, WOMEN'S HEALTH, CHIROPRACTIC SERVICES, PODIATRY, HEALTH EDUCATION, OPTOMETRY, BEHAVIORAL HEALTH, PATIENT EDUCATION;NO;;https://www.gvhc.org/
544;22;Hollydale Library;12000 Garfield Ave, South Gate, CA 90280;33.91772840;-118.16872270;12000 Garfield Ave;;South Gate;CA;90280;0;(562) 634-0156;Mon Closed, Tue 10:00 AM - 6:00 PM, Wed 10:00 AM - 6:00 PM, Thu 10:00 AM - 6:00 PM, Fri 10:00 AM - 6:00 PM, Sat 10:00 AM - 6:00 PM, Sun Closed;;;;;;;;;;;https://lacountylibrary.org/hollydale-library/
546;0;Christian Body Life Fellowship;1201 Marshall Rd, Vacaville, CA 95687;38.34601420;-121.97152390;1201 Marshall Rd;;Vacaville;CA;95687;0;(707) 452-1211;;;;;;;;;;;;https://www.solanocounty.com/documents/Housing.pdf
547;19;CVS Pharmacy;1201 W Main St, Ste 14, Ripon, CA 95366;37.74047480;-121.13694640;1201 W Main St;Ste 14;Ripon;CA;95366;0;(209) 599-4686;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;;;;;;;;;;;https://www.cvs.com/
550;51;Integrity Employment Services;12011 Firestone Blvd, Norwalk, CA 90650;33.91035450;-118.07653060;12011 Firestone Blvd;;Norwalk;CA;90650;0;(562) 474-8803;Mon 7:30 AM - 5:30 PM, Tue Closed, Wed 7:30 AM - 5:30 PM, Thu 7:30 AM - 5:30 PM, Fri 7:30 AM - 5:30 PM, Sat Closed, Sun Closed;;;;;;;;;;;
552;37;Support Systems Homes, Inc;1202 Meridian Ave, San Jose, CA 95125;37.30245990;-121.91337610;1202 Meridian Ave;;San Jose;CA;95125;0;(408) 370-9688;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;;;;;;;;Residential, Outpatient, Day treatment, Detox from Drug abuse, Relapse avoidance, Aftercare;;;https://supportsystemshomes.com/
553;29;Employment Services;1202 Morena Blvd, Ste 201, San Diego, CA 92110;32.77022650;-117.20194240;1202 Morena Blvd;Ste 201;San Diego;CA;92110;0;(619) 276-8071;Mon 9:00 AM - 5:00 PM, Tue 9:00 AM - 5:00 PM, Wed 9:00 AM - 5:00 PM, Thu 9:00 AM - 5:00 PM, Fri 9:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://www.latterdaysaintjoBlue Shield.org/ers/ct/?lang=eng
557;51;Food Distribution Center - Serve the People;1206 17th St, Santa Ana, CA 92701;33.75949560;-117.85408300;1206 17th St;;Santa Ana;CA;92701;0;(714) 352-2911;Mon Closed, Tue Closed, Wed Closed, Thu Closed, Fri Closed, Sat 6:00 AM - 9:00 AM, Sun Closed;;;;;;;;FOOD SERVICES;;;https://serve-the-people.com/what-we-do/foodpantry.html
559;31;The Living Room;1207 Cleveland Ave, Santa Rosa, CA 95401;38.44724040;-122.72686250;1207 Cleveland Ave;;Santa Rosa;CA;95401;0;(707) 579-0138;Mon 8:30 AM - 3:30 PM, Tue 8:30 AM - 3:30 PM, Wed 8:30 AM - 3:30 PM, Thu 8:30 AM - 3:30 PM, Fri 8:30 AM - 3:30 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://thelivingroomsc.org/
560;51;Phoenix House - Orange County;1207 E Fruit St, Santa Ana, CA 92701;33.75284520;-117.85387700;1207 E Fruit St;;Santa Ana;CA;92701;0;(714) 953-9373;Mon 9:00 AM - 5:00 PM, Tue 9:00 AM - 5:00 PM, Wed 9:00 AM - 5:00 PM, Thu 9:00 AM - 5:00 PM, Fri 9:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://phoenixhouseca.org/
563;54;Horizon Personnel Services;1208-B W Francisquito Ave, West Covina, CA 91790;34.05059760;-117.94389340;1208-B W Francisquito Ave;;West Covina;CA;91790;0;(626) 380-9799;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://horizonpersonnelservices.com/
565;19;Rehabilitation Department;1209 Woodrow Ave, Ste B1, Modesto, CA 95350;37.68623700;-121.01077360;1209 Woodrow Ave;Ste B1;Modesto;CA;95350;0;(209) 576-6220;Mon 9:00 AM - 5:00 PM, Tue 9:00 AM - 5:00 PM, Wed 9:00 AM - 5:00 PM, Thu 9:00 AM - 5:00 PM, Fri 9:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://www.dor.ca.gov/
566;17;St. Anthony's Father Alfred Center;121 Golden Gate Ave, 2nd Floor, San Francisco, CA 94102;37.78186410;-122.41254520;121 Golden Gate Ave;2nd Floor;San Francisco;CA;94102;0;(415) 592-2831;Mon 8:00 AM - 4:00 PM, Tue 8:00 AM - 4:00 PM, Wed 8:00 AM - 4:00 PM, Thu 8:00 AM - 4:00 PM, Fri 8:00 AM - 4:00 PM, Sat Closed, Sun Closed;MOST MAJOR INSURANCES ACCEPTED;;Yes;;Yes;Yes;;Medi-Cal and behavioral health treatment, Counseling and spiritual services, Individual and group counseling, Technology access, Job training;;;https://www.stanthonysf.org/
569;22;Downey Family Medi-Cal Center;12113 Woodruff Ave, Ste A, Downey, CA 90241;33.92407660;-118.11746770;12113 Woodruff Ave;Ste A;Downey;CA;90241;0;(562) 803-1430;Mon 8:00 AM - 2:00 PM, Tue 8:00 AM - 2:00 PM, Wed 8:00 AM - 2:00 PM, Thu 8:00 AM - 2:00 PM, Fri 8:00 AM - 2:00 PM, Sat Closed, Sun Closed;Blue Cross CA PPO Prudent Buyer Small Group, Blue Cross CA Select PPO, Health Net CA PPO, Blue Cross Blue Shield Blue Card PPO Aetna Signature Administrators PPO, Multiplan PPO, Blue Shield CA PPO, Aexcel PPO;Blue Cross CA Select HMO, Blue Cross CA Select Plus HMO, Aetna HMO, Health Net CA HMO Employer Group, Cigna, UHC Navigate HMO, Health Net CA HMO;Covered California, Medi-Cal, LA Care;Medicare;;Yes, sliding scale;Spanish;Family Medicine, Dental Care, Pediatrics, Women's Health, Podiatry, Health Education, Optometry, Pharmacy, Behavioral Health, Diabetes, Enrollment Assistance, MAT Program;No;Yes;https://fhccgla.com/about/meet-our-team/Medi-Cal-providers/
570;0;Sierra Pregnancy & Health;1212 Coloma Way, Ste A, Roseville, CA 95661;38.73660400;-121.27092640;1212 Coloma Way;Ste A;Roseville;CA;95661;0;(916) 624-8990;Mon 10:00 AM - 4:00 PM, Tue 10:00 AM - 4:00 PM, Wed 10:00 AM - 4:00 PM, Thu 10:00 AM - 4:00 PM, Fri Closed, Sat Closed, Sun Closed;;;;;;No-cost physical, emotional and spiritual health care to women and families before, during, and after pregnancy. Every service at SPH is free of charge and has no income or insurance requirements or restrictions. Funding comes 100% through private gifts. We do not accept federal or state funding.;Spanish;;;;https://sierraph.org/
571;17;San Joaquin County Adult Mental Health Services;1212 N California St, Stockton, CA 95202;37.96687590;-121.28753640;1212 N California St;;Stockton;CA;95202;0;(209) 468-3760;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;NONE;NONE;NONE;;NONE;Yes;Yes;BEHAVIORAL AND substance ABUSE;;;https://www.sjcbhs.org/
572;41;Al Rhama Food Bank;12125 Day St, Moreno Valley, CA 92557;33.94490420;-117.28120350;12125 Day St;;Moreno Valley;CA;92557;0;(951) 378-3033;Mon Closed, Tue Closed, Wed Closed, Thu Closed, Fri 2:00 PM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;clothing, bank, and, worship, services;;;https://uplift22.com
573;19;Quality Care Transportation;1213 7th St, Modesto, CA 95354;37.64064660;-121.00607090;1213 7th St;;Modesto;CA;95354;0;(888) 414-0424;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;;;;;;;;;;;
576;22;Altamed ADHC - Downey;12130 Paramount Blvd, Downey, CA 90242;33.93076130;-118.14623440;12130 Paramount Blvd;;Downey;CA;90242;0;(562) 923-9414;Mon 8:30 AM - 5:30 PM, Tue 8:30 AM - 5:30 PM, Wed 8:30 AM - 5:30 PM, Thu 8:30 AM - 5:30 PM, Fri 8:30 AM - 5:30 PM, Sat Closed, Sun Closed;Cigna, Alignment Healthcare, Health Net, LA Care, Molina Healthcare, Central Health Plan, United Healthcare, Aetna Commercial, Anthem Blue Cross, Medicare Advantage, Blue Shield, CalOptima, Care 1st, Brand New Day and Scan;Cigna, Alignment Healthcare, Health Net, LA Care, Molina Healthcare, Central Health Plan, United Healthcare, Aetna Commercial, Anthem Blue Cross, Medicare Advantage, Blue Shield, CalOptima, Care 1st, Brand New Day and Scan;Covered California, Medi-Cal, CalOptima One CareConnect;Medicare;;Yes, sliding scale;Spanish, Arabic;Primary Care, Women's Health, Dental Services, PACE, Senior Services, HIV Services, Behavioral Health;No;Yes;https://www.altamed.org
577;0;Enki Health Services, Inc;1215 W Covina Pkwy, West Covina, CA 91790;34.06906830;-117.93492310;1215 W Covina Pkwy;;West Covina;CA;91790;0;(626) 974-0770;;;;;;;;;;;;http://www.ehrs.com/
578;19;Dial-a-Ride;1216 Doker Dr, Modesto, CA 95351;37.64702150;-121.02611880;1216 Doker Dr;;Modesto;CA;95351;0;(209) 527-4900;Mon 8:00 AM - 6:00 PM, Tue 8:00 AM - 6:00 PM, Wed 8:00 AM - 6:00 PM, Thu 8:00 AM - 6:00 PM, Fri 8:00 AM - 6:00 PM, Sat 8:00 AM - 6:00 PM, Sun 8:00 AM - 6:00 PM;;;;;;;;;;;
579;42;Brotherly Medical Transportation, LLC;12173 10th St, Yucaipa, CA 92399;34.03259610;-117.07632830;12173 10th St;;Yucaipa;CA;92399;0;(877) 268-6054;Mon 6:00 AM - 6:00 PM, Tue 6:00 AM - 6:00 PM, Wed 6:00 AM - 6:00 PM, Thu 6:00 AM - 6:00 PM, Fri 6:00 AM - 6:00 PM, Sat By Appointment, Sun Closed;;;;;;;;;;;https://brotherlyMedi-Cal.com/services/
583;0;H. Douglas Cooper, MD;1220 25th St, Sacramento, CA 95816;38.57212900;-121.47467360;1220 25th St;;Sacramento;CA;95816;0;(916) 306-8123;Mon 8:30 AM - 5:00 PM, Tue 7:30 AM - 4:00 PM, Wed 7:30 AM - 4:00 PM, Thu 7:30 AM - 4:00 PM, Fri 7:30 AM - 4:00 PM, Sat Closed, Sun Closed;AARP, AETNA, Assurant Health, Availity, Bankers Life, Blue Cross, Blue Shield, Cigna, Delta Health Systems, First Health, GEHA, Guardian, Health Net, Heath Comp, Hill Physicians, Humana, Indian Health, Laborer's Health and Welfare Trust Fund, Mail Handlers, NALC Health Benefit Plan, Navinet, Operating Engineers, Pacificare, Palmetto RR, Partnership, Prudential, Relay Health, Risk Service, Sutter Select, Teamsters, Travelers, Tricare, UFCW, UHC Military West, United American, United Healthcare, Western Health, WPS Tricare;Sutter Independent Physicians (SIP), Sutter Medical Group (SMG) Sutter West Medical Group (SQMG);Medi-Cal, Molina;;;yes;No;Refractive Lens Exchange (RLE), Cosmetic Treatments, Photorefractive Keratectomy (PRK), Lifestyle Lenses;no;Yes;https://www.nvisioncenters.com/locations/sacramento/h-douglas-cooper/
586;19;Second Harvest of the Greater Valley;1220 Vanderbilt Cir, Manteca, CA 95337;37.78432540;-121.20834850;1220 Vanderbilt Cir;;Manteca;CA;95337;0;(209) 239-2091;;;;;;;;;;;;https://www.localfoodbank.org/
598;25;Health and Human Services Department;1221 Nevin Ave, Richmond, CA 94801;37.93752700;-122.35698060;1221 Nevin Ave;;Richmond;CA;94801;0;(510) 970-1900;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://www.contracosta.ca.gov/122/Health-and-Human-Services
